major_only_diversity,major_only_homogeneity,question_hash,run_dir,run_name,strict_leaf_diversity,strict_leaf_homogeneity,strict_minus_weighted_diversity,weighted_minus_major_diversity,weighted_tree_diversity,weighted_tree_homogeneity
0.9709505944546688,0.4,de566530eac3,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9709505944546688,0.4,0.4539107415799013,-0.4539107415799013,0.5170398528747675,0.3794614775823236
0.7219280948873623,0.6,237e5cab91d3,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.008447687751404032,-0.008447687751404032,0.7134804071359583,0.6
0.7219280948873623,0.6,bab7e93c939f,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.179110339870013,-0.179110339870013,0.5428177550173493,0.7366566982820386
0.9602297178607612,0.2,9fa057383e15,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.28084918851330065,-0.2801148589303806,0.6801148589303806,0.18987341772151897
0.7219280948873623,0.6,72ec25d9df6f,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.36096404744368116,-0.36096404744368116,0.36096404744368116,0.6
0.7219280948873623,0.6,daaf2e0aa6f2,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.17652807897888312,0.06250787357743581,0.7844359684647981,0.38456413058141714
0.9709505944546688,0.4,b97dc80f265a,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.19926567041708,-0.20998654701098762,0.7609640474436812,0.3
0.7219280948873623,0.6,11f7bfe474b4,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.08478887571143401,-0.08478887571143401,0.6371392191759283,0.6781980673111911
0.0,1.0,f4f8b1d07bd4,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.0,1.0,-0.2646804326436821,0.2646804326436821,0.2646804326436821,0.9737948294722724
0.0,1.0,6e81d90019ee,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.0,1.0,0.0,0.0,0.0,1.0
0.7219280948873623,0.6,d1ea00cab364,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.2230903190917488,0.01594563346457012,0.7378737283519324,0.4556803791287097
0.9709505944546688,0.4,aea67609c697,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.17571693103893582,-0.18643780763284346,0.7845127868218253,0.3462614271203831
0.9709505944546688,0.4,72d800127956,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9709505944546688,0.4,0.36350723628405435,-0.36350723628405435,0.6074433581706145,0.39563247157871206
0.8649735207179272,0.3,896e76701411,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.14161797900984607,-0.04562745228409204,0.8193460684338352,0.26725745525316263
0.7219280948873623,0.6,70abc09af563,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.2728349575206119,-0.2728349575206119,0.44909313736675044,0.6
0.9709505944546688,0.4,3799a0c4c40e,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.18627479117051415,-0.1969956677644218,0.773954926690247,0.3379746835443038
0.7219280948873623,0.6,0d434c2f3f4e,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.15834340440509198,-0.15834340440509198,0.5635846904822703,0.64300096425858
0.9602297178607612,0.2,94c6b3e7fb22,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.22348445813259343,-0.22275012854967335,0.7374795893110878,0.1600314463413431
0.9602297178607612,0.2,a5f0d2465748,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.24292345381774605,-0.24292345381774605,0.7173062640430151,0.19430379746835444
0.7219280948873623,0.6,5827943ef2b2,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.8649735207179272,0.3,0.17949822349059286,-0.03645279766002796,0.6854752972273344,0.45
0.7219280948873623,0.6,df0e7d3fed0d,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.8649735207179272,0.3,0.31402096420586767,-0.17097553837530277,0.5509525565120595,0.5193921406805747
0.7219280948873623,0.6,4a047718039c,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.11702792555712094,-0.11702792555712094,0.6049001693302414,0.5825298863148481
0.8649735207179272,0.3,66cb33382134,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.8649735207179272,0.3,0.2615928986765166,-0.2615928986765166,0.6033806220414106,0.29126494315742407
0.8649735207179272,0.3,2985ffe3f94f,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.8649735207179272,0.3,0.10902500866449438,-0.10902500866449438,0.7559485120534328,0.31519215177774945
0.9602297178607612,0.2,feb65f13f8e6,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.1895108717042634,-0.1895108717042634,0.7707188461564978,0.21161046793076416
0.7219280948873623,0.6,a63408590859,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.2865573382482839,-0.048255715274885036,0.6736723796124773,0.548120823578307
0.9709505944546688,0.4,9988718b5a7a,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.8649735207179272,0.3,-0.039455786258036474,-0.06652128747870512,0.9044293069759637,0.3386075949367089
0.7219280948873623,0.6,2ff0314a4b2b,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.2728349575206118,-0.2728349575206118,0.4490931373667505,0.742744680435565
0.9709505944546688,0.4,44087b92bed9,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.01318638892490176,-0.023172935935889316,0.9477776585187795,0.2731307135601916
0.9602297178607612,0.2,4b74f9bb8790,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.19272009859023143,-0.19198576900731135,0.7682439488534498,0.15
0.7219280948873623,0.6,99b34d293fce,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.008447687751404032,-0.008447687751404032,0.7134804071359583,0.6
0.9709505944546688,0.4,20896e21f6d8,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9709505944546688,0.4,0.5031949464600985,-0.5031949464600985,0.46775564799457026,0.5005351926569782
0.0,1.0,82e534086949,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.30588235643183037,0.41604573845553194,0.41604573845553194,0.9063291139240505
0.0,1.0,bed28dd4409d,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.0,1.0,-0.39752013969226113,0.39752013969226113,0.39752013969226113,0.9825298863148483
0.7219280948873623,0.6,c2d812e5a35d,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.05328691583847556,-0.05328691583847556,0.6686411790488868,0.5868974147361362
0.9709505944546688,0.4,e6f6ef41f241,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.8649735207179272,0.3,0.19268461241549462,-0.2986616861522362,0.6722889083024326,0.37313071356019156
0.0,1.0,4287ffc2abab,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.375413465260707,0.3465146296266553,0.3465146296266553,0.8216209548884633
0.0,1.0,a8ec159ddb55,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.36096404744368116,0.36096404744368116,0.36096404744368116,0.8
0.9602297178607612,0.2,557a0c8a62f6,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.19272009859023143,-0.19198576900731135,0.7682439488534498,0.15
0.7219280948873623,0.6,2e76aaa7f5bf,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.008447687751404032,-0.008447687751404032,0.7134804071359583,0.6
0.7219280948873623,0.6,a5e382570629,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.11702792555712105,-0.11702792555712105,0.6049001693302413,0.5825298863148481
0.7219280948873623,0.6,b084de2ef60f,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.14781499435150536,0.0904866286218935,0.8124147235092558,0.38382900600361153
0.0,1.0,03c44704cc48,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.336819529914574,0.38510856497278834,0.38510856497278834,0.8897749637393657
0.7219280948873623,0.6,3a5320d3e422,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.8649735207179272,0.3,0.1470574981019559,-0.004012072271390998,0.7179160226159713,0.6521025339865684
0.7219280948873623,0.6,1e89b7735a6e,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.36096404744368116,-0.36096404744368116,0.36096404744368116,0.6
0.0,1.0,3ec5787946d0,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.0,1.0,-0.4599065678315961,0.4599065678315961,0.4599065678315961,0.9004910193168966
0.7219280948873623,0.6,fadab7af0bf6,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.2230903190917488,0.01594563346457012,0.7378737283519324,0.4556803791287097
0.7219280948873623,0.6,dc85d6955e92,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.008447687751404032,-0.008447687751404032,0.7134804071359583,0.6
0.7219280948873623,0.6,e83a88d607f5,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.2942975374653086,-0.05526158490898969,0.6666665099783726,0.5918157932836944
0.0,1.0,09cc73b6defa,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9709505944546688,0.4,0.2944419141010799,0.6765086803535889,0.6765086803535889,0.6447090262467967
0.0,1.0,0e02e902b5c2,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.0,1.0,-0.5489346638484507,0.5489346638484507,0.5489346638484507,0.9516004438396652
0.9709505944546688,0.4,ae156bbb57f7,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.23044325923261544,-0.24116413582652307,0.7297864586281457,0.5337539651754137
0.7219280948873623,0.6,61575c238849,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.2072394297930823,-0.2072394297930823,0.51468866509428,0.5868974147361362
